sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work,narrative
1,85,1.42,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,15,22,1,"Muestra habilidades socioemocionales plenamente consolidadas, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras la interaccion social y el juego queda mas atras. Destaca especialmente el afecto hacia sus padres, mientras compartir sus cosas requiere mayor estimulo. Solo rara vez muestra agresividad."
0,84,0.74000001,1,1,1,1,1,1,1,1,4,3,1,2,1,1,2,1,1,9,13,-1,"Las habilidades socioemocionales estan bien establecidas, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Lo que mejor maneja es hacer preguntas a los adultos, mientras la participacion en juegos grupales requiere mayor estimulo. La agresividad es frecuente."
0,83,1.58,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,3,1,13,13,0,"Su perfil socioemocional es favorable, destacando en la interaccion social y el juego y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Lo que mejor maneja es el juego con otros, siendo armar y desarmar cosas el aspecto a trabajar. Solo rara vez muestra agresividad."
1,85,2.45,0,1,1,1,1,1,1,1,5,1,2,3,1,1,4,3,1,13,13,1,"Su perfil socioemocional es favorable, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Entre sus conductas, brilla la participacion en juegos grupales, mientras las expresiones artisticas requiere mayor estimulo. La agresividad es constante."
1,83,1.45,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,3,1,16,13,-1,"Alcanza un nivel socioemocional muy alto, donde la interaccion social y el juego lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Lo que mejor maneja es hacer preguntas a los adultos, en tanto el interes por los libros pide mas acompanamiento. Las conductas agresivas son poco frecuentes."
1,83,1.84,1,1,1,2,1,2,2,2,5,1,3,3,1,1,1,3,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. La agresividad es constante. Entre sus conductas, brilla las expresiones artisticas, mientras hacer preguntas a los adultos requiere mayor estimulo."
0,83,1.3200001,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,18,11,1,"Su desarrollo socioemocional es sobresaliente, sin diferencias marcadas entre las areas evaluadas. Presenta un patron agresivo persistente. No se aprecian contrastes entre conductas especificas."
0,83,0.85000002,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,9,9,1,"Presenta un desarrollo socioemocional destacado, destacando en la interaccion social y el juego y mostrando mayor debilidad en lo afectivo-emocional. Lo que mejor maneja es hacer preguntas a los adultos, y el afecto hacia sus pares es lo que mas necesita apoyo. La agresividad esta ausente."
0,83,2.3199999,1,1,1,1,2,1,2,2,2,3,1,2,1,2,3,2,1,16,11,-1,"Presenta un desarrollo socioemocional adecuado, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Destaca especialmente el uso de gestos para comunicarse, y las expresiones artisticas es lo que mas necesita apoyo. Solo rara vez muestra agresividad."
1,83,0.95999998,1,1,1,2,2,2,1,1,3,1,2,3,3,2,5,2,1,13,13,1,"Su nivel socioemocional es moderado, apoyado sobre todo en la interaccion social y el juego, mientras la curiosidad e intereses cognitivos queda mas atras. Destaca especialmente el juego con otros, y las expresiones artisticas es lo que mas necesita apoyo. Muestra episodios ocasionales de agresividad."
1,85,1.21,0,1,3,3,1,1,3,3,3,3,1,3,1,1,1,,1,7,13,-1,"Presenta un desarrollo socioemocional adecuado, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras la interaccion social y el juego queda mas atras. Su mayor fortaleza es armar y desarmar cosas, mientras el afecto hacia sus pares requiere mayor estimulo. Muestra episodios ocasionales de agresividad."
1,82,0.02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,16,16,1,"Exhibe un perfil socioemocional muy solido, con un avance parejo entre sus distintas areas. Sobresale la participacion en juegos grupales, mientras el interes por su entorno requiere mayor estimulo. Sin senales de agresividad."
0,86,0.52999997,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,3,1,22,18,1,"Alcanza un nivel socioemocional muy alto, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Resalta particularmente armar y desarmar cosas, mientras hacer preguntas a los adultos requiere mayor estimulo. Se observan brotes de agresividad de cuando en cuando."
1,85,3.4000001,1,1,1,1,1,1,2,2,4,3,1,1,1,1,3,1,1,13,9,1,"Presenta un desarrollo socioemocional adecuado, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Lo que mejor maneja es armar y desarmar cosas, mientras las expresiones artisticas requiere mayor estimulo. La agresividad es frecuente."
0,83,0.44,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,13,13,1,"Alcanza un nivel socioemocional muy alto, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Entre sus conductas, brilla el interes por los libros, y conviene reforzar las expresiones artisticas. Solo rara vez muestra agresividad."
0,85,0.88,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,15,15,-1,"Su desarrollo socioemocional es sobresaliente, con un equilibrio notable entre las areas observadas. Las conductas observadas son homogeneas entre si. La agresividad es esporadica."
1,84,0.090000004,0,1,1,3,1,1,1,1,1,3,1,3,1,1,2,2,1,15,16,1,"Evidencia un buen nivel socioemocional, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Sobresale hacer preguntas a los adultos, siendo el afecto hacia sus pares el aspecto a trabajar. No presenta agresividad."
1,84,-0.49000001,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,17,18,-1,"Alcanza un nivel socioemocional muy alto, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. La agresividad esta ausente. Destaca especialmente compartir sus cosas, siendo el interes por los libros el aspecto a trabajar."
1,84,-1.3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,17,18,-1,"Evidencia un desarrollo socioemocional excelente, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Sin senales de agresividad. Destaca especialmente la expresion de sentimientos, en tanto el interes por los libros pide mas acompanamiento."
1,84,0.34999999,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,1,20,20,1,"Presenta un desarrollo socioemocional destacado, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Lo que mejor maneja es hacer preguntas a los adultos, siendo el interes por los libros el aspecto a trabajar. No presenta agresividad."
1,84,0.41999999,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,11,9,1,"Muestra habilidades socioemocionales plenamente consolidadas, con un equilibrio notable entre las areas observadas. Se observan brotes de agresividad de cuando en cuando. Lo que mejor maneja es armar y desarmar cosas, y el afecto hacia sus padres es lo que mas necesita apoyo."
1,84,-0.34999999,1,1,1,2,1,1,1,1,2,3,1,2,1,1,2,2,1,14,22,1,"Exhibe competencias socioemocionales apropiadas para su etapa, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Su mayor fortaleza es el uso de gestos para comunicarse, aunque la participacion en juegos grupales se observa mas debil. Solo rara vez muestra agresividad."
0,86,0.1,1,1,1,3,1,1,2,2,1,3,1,3,2,1,1,1,1,9,13,-1,"Las habilidades socioemocionales estan bien establecidas, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. No presenta agresividad. Resalta particularmente armar y desarmar cosas, siendo el afecto hacia sus pares el aspecto a trabajar."
0,84,-0.34,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,"Su desarrollo socioemocional es sobresaliente, destacando en la interaccion social y el juego y mostrando mayor debilidad en lo afectivo-emocional. No presenta agresividad. Entre sus conductas, brilla el afecto hacia sus pares, aunque la expresion de sentimientos se observa mas debil."
0,82,-0.23,1,1,1,1,1,1,1,1,2,1,1,3,3,1,2,1,1,5,9,-1,"Evidencia un buen nivel socioemocional, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Su mayor fortaleza es armar y desarmar cosas, mientras el interes por los libros requiere mayor estimulo. Solo rara vez muestra agresividad."
0,88,-0.91000003,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,1,13,9,1,"Alcanza un nivel socioemocional muy alto, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. Entre sus conductas, brilla el interes por su entorno, y conviene reforzar el juego con otros. No presenta agresividad."
1,83,1.08,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,6,6,0,"Muestra habilidades socioemocionales plenamente consolidadas, con un avance parejo entre sus distintas areas. Su mayor fortaleza es el interes por su entorno, y las expresiones artisticas es lo que mas necesita apoyo. Presenta conductas agresivas a veces."
1,83,0.36000001,0,1,1,1,1,1,1,1,1,3,1,3,1,1,3,3,0,10,13,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Sobresale hacer preguntas a los adultos, y el interes por los libros es lo que mas necesita apoyo. No presenta agresividad."
0,83,1.79,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,10,13,-1,"Alcanza un nivel socioemocional muy alto, con un avance parejo entre sus distintas areas. Resalta particularmente el interes por su entorno, en tanto el juego con otros pide mas acompanamiento. Sin senales de agresividad."
0,83,0.25,1,1,1,2,1,3,1,1,3,1,1,2,1,1,2,2,1,11,6,-1,"Presenta un desarrollo socioemocional adecuado, donde la interaccion social y el juego lidera y lo afectivo-emocional concentra el mayor desafio. Muestra episodios ocasionales de agresividad. Resalta particularmente hacer preguntas a los adultos, en tanto el uso de gestos para comunicarse pide mas acompanamiento."
1,83,2.0999999,0,1,2,2,2,2,2,3,4,3,1,2,1,1,3,3,0,9,5,1,"Exhibe competencias socioemocionales apropiadas para su etapa, destacando en la curiosidad e intereses cognitivos y mostrando mayor debilidad en la interaccion social y el juego. La agresividad es frecuente. Lo que mejor maneja es armar y desarmar cosas, siendo las expresiones artisticas el aspecto a trabajar."
0,83,2.1199999,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,11,9,-1,"Alcanza un nivel socioemocional muy alto, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Destaca especialmente las expresiones artisticas, mientras el interes por los libros requiere mayor estimulo. Sin senales de agresividad."
1,83,1.54,1,1,1,1,1,1,1,1,2,2,2,3,2,1,3,1,1,4,7,1,"Las habilidades socioemocionales estan bien establecidas, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Destaca especialmente compartir sus cosas, y conviene reforzar el interes por los libros. Las conductas agresivas son poco frecuentes."
1,84,1.28,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,13,13,1,"Exhibe competencias socioemocionales apropiadas para su etapa, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Sobresale el uso de gestos para comunicarse, mientras armar y desarmar cosas requiere mayor estimulo. No presenta agresividad."
1,83,0.47999999,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,5,1,13,13,1,"Presenta un desarrollo socioemocional destacado, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Su mayor fortaleza es el afecto hacia sus pares, aunque el interes por su entorno se observa mas debil. Presenta conductas agresivas a veces."
0,85,2.6700001,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,3,1,15,15,0,"Exhibe un perfil socioemocional muy solido, con la curiosidad e intereses cognitivos como area mas fuerte y la interaccion social y el juego como la mas rezagada. Presenta agresividad ocasional y leve. Destaca especialmente hacer preguntas a los adultos, y la participacion en juegos grupales es lo que mas necesita apoyo."
1,83,-0.80000001,1,1,2,2,2,2,1,2,3,2,2,3,3,2,2,1,1,13,13,1,"Su perfil socioemocional aun esta madurando, siendo la interaccion social y el juego su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Resalta particularmente el juego con otros, mientras el interes por los libros requiere mayor estimulo. Se observan brotes de agresividad de cuando en cuando."
1,84,1.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,13,1,"Su desarrollo socioemocional es sobresaliente, de manera homogenea en los tres ambitos. Sin senales de agresividad. Lo que mejor maneja es el afecto hacia sus padres, siendo el juego con otros el aspecto a trabajar."
1,84,0.41999999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,17,13,1,"Evidencia un desarrollo socioemocional excelente, con un equilibrio notable entre las areas observadas. Destaca especialmente la participacion en juegos grupales, mientras el juego con otros requiere mayor estimulo. No se registran conductas agresivas."
1,83,0.77999997,1,1,1,1,1,1,1,5,5,1,1,1,1,4,3,3,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. La agresividad es constante. Resalta particularmente el uso de gestos para comunicarse, y compartir sus cosas es lo que mas necesita apoyo."
1,82,1.79,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,3,1,11,13,-1,"Exhibe un perfil socioemocional muy solido, apoyado sobre todo en lo afectivo-emocional, mientras la interaccion social y el juego queda mas atras. Lo que mejor maneja es el afecto hacia sus padres, siendo la participacion en juegos grupales el aspecto a trabajar. Presenta conductas agresivas a veces."
1,83,-0.97000003,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,15,-1,"Alcanza un nivel socioemocional muy alto, con un equilibrio notable entre las areas observadas. Sobresale el interes por su entorno, mientras el afecto hacia sus pares requiere mayor estimulo. La agresividad esta ausente."
0,83,0.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,9,1,"Evidencia un desarrollo socioemocional excelente, de manera homogenea en los tres ambitos. No presenta agresividad. Las conductas observadas son homogeneas entre si."
0,84,-1.92,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,18,13,1,"Evidencia un buen nivel socioemocional, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Su mayor fortaleza es el afecto hacia sus padres, aunque la expresion de sentimientos se observa mas debil. La agresividad es esporadica."
1,85,1.35,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,13,13,-1,"Evidencia un desarrollo socioemocional excelente, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Sin senales de agresividad. Su mayor fortaleza es compartir sus cosas, en tanto la participacion en juegos grupales pide mas acompanamiento."
1,82,1.55,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,13,13,-1,"Muestra habilidades socioemocionales plenamente consolidadas, con lo afectivo-emocional como area mas fuerte y la interaccion social y el juego como la mas rezagada. No se registran conductas agresivas. Entre sus conductas, brilla el juego con otros, siendo compartir sus cosas el aspecto a trabajar."
1,84,2.27,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,13,13,-1,"Exhibe un perfil socioemocional muy solido, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Destaca especialmente armar y desarmar cosas, siendo las expresiones artisticas el aspecto a trabajar. La agresividad esta ausente."
1,88,1.29,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,4,1,13,16,-1,"Exhibe un perfil socioemocional muy solido, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. La agresividad aparece de forma intermitente. Lo que mejor maneja es las expresiones artisticas, siendo el interes por los libros el aspecto a trabajar."
1,84,0.97000003,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,13,7,-1,"Las habilidades socioemocionales estan bien establecidas, con ventaja clara en la interaccion social y el juego frente a un rezago en lo afectivo-emocional. Su mayor fortaleza es compartir sus cosas, y el afecto hacia sus padres es lo que mas necesita apoyo. Sin senales de agresividad."
1,83,0.18000001,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,5,1,13,13,-1,"Evidencia un buen nivel socioemocional, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Su mayor fortaleza es las expresiones artisticas, y conviene reforzar armar y desarmar cosas. La agresividad aparece de forma intermitente."
1,86,-0.85000002,1,1,1,1,1,1,1,1,5,1,1,2,2,1,1,,1,17,13,1,"Su desarrollo socioemocional es sobresaliente, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. La agresividad es constante. Resalta particularmente el afecto hacia sus padres, y conviene reforzar el interes por su entorno."
1,84,3.6400001,1,1,1,1,1,1,1,1,3,2,2,4,3,2,4,2,1,15,17,1,"Su perfil socioemocional es favorable, donde lo afectivo-emocional lidera y la curiosidad e intereses cognitivos concentra el mayor desafio. Resalta particularmente el afecto hacia sus pares, y conviene reforzar el interes por los libros. La agresividad aparece de forma intermitente."
1,85,2.0599999,1,1,3,3,3,3,3,4,4,4,2,4,3,4,3,5,1,11,13,1,"Sus competencias socioemocionales son todavia debiles, apoyado sobre todo en lo afectivo-emocional, mientras la interaccion social y el juego queda mas atras. Presenta conductas agresivas marcadas. Lo que mejor maneja es hacer preguntas a los adultos, y el interes por los libros es lo que mas necesita apoyo."
1,84,2.48,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,5,1,11,13,1,"Su perfil socioemocional es favorable, con ventaja clara en lo afectivo-emocional frente a un rezago en la curiosidad e intereses cognitivos. Destaca especialmente el juego con otros, y armar y desarmar cosas es lo que mas necesita apoyo. Presenta agresividad ocasional y leve."
0,84,3.3800001,0,1,1,1,2,1,1,1,5,1,1,1,1,1,2,5,1,11,9,1,"Muestra habilidades socioemocionales plenamente consolidadas, apoyado sobre todo en la interaccion social y el juego, mientras lo afectivo-emocional queda mas atras. Presenta un patron agresivo persistente. Su mayor fortaleza es armar y desarmar cosas, aunque las expresiones artisticas se observa mas debil."
1,83,0.62,1,0,3,3,1,1,1,3,3,1,1,1,1,1,2,2,1,,9,1,"Su perfil socioemocional es favorable, donde la curiosidad e intereses cognitivos lidera y lo afectivo-emocional concentra el mayor desafio. Destaca especialmente la participacion en juegos grupales, mientras el afecto hacia sus padres requiere mayor estimulo. Muestra episodios ocasionales de agresividad."
1,84,-2,0,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,13,17,1,"Muestra un desarrollo socioemocional satisfactorio, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Destaca especialmente el uso de gestos para comunicarse, siendo compartir sus cosas el aspecto a trabajar. No se registran conductas agresivas."
0,83,1.26,1,1,1,1,3,4,1,1,3,1,1,1,3,1,1,,1,7,4,1,"Exhibe competencias socioemocionales apropiadas para su etapa, apoyado sobre todo en la interaccion social y el juego, mientras lo afectivo-emocional queda mas atras. Se observan brotes de agresividad de cuando en cuando. Destaca especialmente el afecto hacia sus padres, aunque el uso de gestos para comunicarse se observa mas debil."
0,83,-0.23,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,3,1,15,13,-1,"Las habilidades socioemocionales estan bien establecidas, siendo la interaccion social y el juego su ambito mas avanzado y lo afectivo-emocional el menos logrado. Sobresale las expresiones artisticas, y conviene reforzar hacer preguntas a los adultos. Sin senales de agresividad."
1,83,1.53,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,1,16,16,-1,"Muestra un desarrollo socioemocional satisfactorio, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Su mayor fortaleza es compartir sus cosas, y conviene reforzar las expresiones artisticas. No presenta agresividad."
0,85,1.77,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,14,20,1,"Exhibe un perfil socioemocional muy solido, apoyado sobre todo en lo afectivo-emocional, mientras la interaccion social y el juego queda mas atras. No se registran conductas agresivas. Destaca especialmente el uso de gestos para comunicarse, y compartir sus cosas es lo que mas necesita apoyo."
0,83,2.46,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,9,13,-1,"Evidencia un desarrollo socioemocional excelente, donde lo afectivo-emocional lidera y la interaccion social y el juego concentra el mayor desafio. Destaca especialmente el interes por su entorno, en tanto compartir sus cosas pide mas acompanamiento. No se registran conductas agresivas."
1,84,-0.58999997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,13,-1,"Evidencia un desarrollo socioemocional excelente, de manera homogenea en los tres ambitos. No se registran conductas agresivas. Sobresale hacer preguntas a los adultos, y el interes por su entorno es lo que mas necesita apoyo."
0,83,3.26,1,0,1,1,2,1,1,2,5,1,1,1,1,1,1,2,1,,10,-1,"Su desarrollo socioemocional es sobresaliente, destacando en la curiosidad e intereses cognitivos y mostrando mayor debilidad en la interaccion social y el juego. Sobresale el interes por los libros, en tanto compartir sus cosas pide mas acompanamiento. Presenta un patron agresivo persistente."
0,83,1.92,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,,1,10,13,-1,"Muestra un desarrollo socioemocional satisfactorio, con lo afectivo-emocional como area mas fuerte y la curiosidad e intereses cognitivos como la mas rezagada. Sobresale compartir sus cosas, en tanto armar y desarmar cosas pide mas acompanamiento. La agresividad es esporadica."
0,83,1.66,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,15,15,1,"Exhibe un perfil socioemocional muy solido, con un avance parejo entre sus distintas areas. Las conductas agresivas son poco frecuentes. Las conductas observadas son homogeneas entre si."
0,85,1.16,1,1,3,3,2,3,1,1,3,1,3,1,2,2,2,3,1,13,13,-1,"Muestra un desarrollo socioemocional satisfactorio, con ventaja clara en la interaccion social y el juego frente a un rezago en lo afectivo-emocional. Resalta particularmente el interes por los libros, en tanto el uso de gestos para comunicarse pide mas acompanamiento. Se observan brotes de agresividad de cuando en cuando."
1,84,4.96,0,1,1,1,1,1,2,2,4,1,3,3,1,3,1,4,1,13,13,1,"Presenta un desarrollo socioemocional adecuado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Sobresale las expresiones artisticas, y armar y desarmar cosas es lo que mas necesita apoyo. Presenta conductas agresivas marcadas."
1,83,1.04,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,17,13,1,"Exhibe competencias socioemocionales apropiadas para su etapa, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. No presenta agresividad. Destaca especialmente el interes por los libros, en tanto el uso de gestos para comunicarse pide mas acompanamiento."
1,89,0.01,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,22,22,1,"Evidencia un desarrollo socioemocional excelente, sin diferencias marcadas entre las areas evaluadas. Su mayor fortaleza es el afecto hacia sus padres, y el uso de gestos para comunicarse es lo que mas necesita apoyo. La agresividad esta ausente."
1,84,-0.88999999,1,1,1,1,1,1,1,1,4,4,2,2,3,1,2,3,1,22,22,1,"Su perfil socioemocional es favorable, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Sobresale la expresion de sentimientos, siendo la participacion en juegos grupales el aspecto a trabajar. La agresividad es frecuente."
1,84,-0.31999999,1,1,1,1,2,2,1,2,2,1,1,2,5,1,2,3,1,16,13,1,"Su perfil socioemocional es favorable, siendo la interaccion social y el juego su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Su mayor fortaleza es hacer preguntas a los adultos, aunque el interes por su entorno se observa mas debil. La agresividad es esporadica."
1,84,-0.27000001,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,2,1,13,13,0,"Presenta un desarrollo socioemocional adecuado, destacando en lo afectivo-emocional y mostrando mayor debilidad en la interaccion social y el juego. Sobresale compartir sus cosas, siendo la participacion en juegos grupales el aspecto a trabajar. La agresividad es esporadica."
1,85,1.34,0,1,1,1,2,1,1,2,3,2,1,2,2,2,2,1,1,16,16,1,"Las habilidades socioemocionales estan bien establecidas, destacando en lo afectivo-emocional y mostrando mayor debilidad en la curiosidad e intereses cognitivos. Su mayor fortaleza es el uso de gestos para comunicarse, y conviene reforzar armar y desarmar cosas. Se observan brotes de agresividad de cuando en cuando."
1,85,0.49000001,1,1,1,1,1,1,1,2,2,1,2,3,3,3,3,2,1,15,18,1,"Muestra un desarrollo socioemocional satisfactorio, siendo lo afectivo-emocional su ambito mas avanzado y la curiosidad e intereses cognitivos el menos logrado. Resalta particularmente el afecto hacia sus padres, siendo armar y desarmar cosas el aspecto a trabajar. Presenta agresividad ocasional y leve."
1,83,0.82999998,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,3,1,20,20,1,"Exhibe competencias socioemocionales apropiadas para su etapa, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Su mayor fortaleza es armar y desarmar cosas, siendo el interes por los libros el aspecto a trabajar. La agresividad esta ausente."
1,83,1.54,0,1,1,2,3,3,1,3,3,1,1,3,1,1,3,3,1,5,9,-1,"Presenta un desarrollo socioemocional adecuado, siendo la interaccion social y el juego su ambito mas avanzado y lo afectivo-emocional el menos logrado. Destaca especialmente armar y desarmar cosas, y conviene reforzar compartir sus cosas. La agresividad aparece de forma intermitente."
1,83,1.01,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,13,18,1,"Evidencia un desarrollo socioemocional excelente, apoyado sobre todo en lo afectivo-emocional, mientras la curiosidad e intereses cognitivos queda mas atras. Lo que mejor maneja es las expresiones artisticas, mientras el interes por los libros requiere mayor estimulo. Muestra episodios ocasionales de agresividad."
0,85,0.33000001,0,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,20,16,1,"Muestra habilidades socioemocionales plenamente consolidadas, apoyado sobre todo en la curiosidad e intereses cognitivos, mientras la interaccion social y el juego queda mas atras. Destaca especialmente el afecto hacia sus padres, y la expresion de sentimientos es lo que mas necesita apoyo. No se registran conductas agresivas."
0,83,-0.12,1,1,1,1,1,1,1,2,3,2,1,2,2,2,1,2,1,13,22,0,"Evidencia un buen nivel socioemocional, con ventaja clara en lo afectivo-emocional frente a un rezago en la interaccion social y el juego. Resalta particularmente las expresiones artisticas, aunque la participacion en juegos grupales se observa mas debil. Presenta conductas agresivas a veces."
0,83,0.99000001,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,5,1,17,17,1,"Su desarrollo socioemocional es sobresaliente, donde la interaccion social y el juego lidera y lo afectivo-emocional concentra el mayor desafio. Destaca especialmente armar y desarmar cosas, y la expresion de sentimientos es lo que mas necesita apoyo. Presenta agresividad ocasional y leve."
1,83,0.34999999,1,1,1,2,1,1,1,1,3,3,1,1,1,2,2,2,1,13,7,1,"Exhibe competencias socioemocionales apropiadas para su etapa, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Se observan brotes de agresividad de cuando en cuando. Su mayor fortaleza es la expresion de sentimientos, y conviene reforzar la participacion en juegos grupales."
0,84,1.42,1,1,1,2,1,1,1,2,4,2,1,2,1,1,2,3,1,13,13,-1,"Exhibe competencias socioemocionales apropiadas para su etapa, siendo lo afectivo-emocional su ambito mas avanzado y la interaccion social y el juego el menos logrado. Entre sus conductas, brilla el afecto hacia sus padres, y el interes por los libros es lo que mas necesita apoyo. La agresividad es frecuente."
1,88,1.1799999,1,1,1,1,3,1,1,1,3,1,1,3,3,1,4,3,1,5,12,-1,"Su perfil socioemocional es favorable, apoyado sobre todo en la interaccion social y el juego, mientras la curiosidad e intereses cognitivos queda mas atras. Entre sus conductas, brilla compartir sus cosas, en tanto las expresiones artisticas pide mas acompanamiento. Presenta conductas agresivas a veces."
