Recency,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall
48,42691,0,0,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,29,2476,0,1,0,0,0,0,0,1,0,0,300,242,0
73,70503,0,0,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,67,2796,0,1,0,0,0,0,0,1,0,0,1661,1595,2
35,25545,1,0,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0
76,32880,1,0,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2731,0,1,0,0,0,0,0,1,0,0,40,38,0
20,77863,0,0,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,62,2373,0,0,0,1,0,0,0,0,0,1,1279,1267,0
72,50353,0,0,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,43,2180,0,1,0,0,0,0,0,0,1,0,407,372,0
20,61839,0,0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,56,2845,0,0,1,0,0,0,0,1,0,0,1775,1655,0
69,49154,1,1,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,60,2397,0,1,0,0,0,0,0,0,0,1,340,269,0
80,47682,0,1,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,45,2658,0,0,0,0,1,1,0,0,0,0,460,399,0
65,72679,0,1,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,51,2443,0,0,1,0,0,0,0,1,0,0,1114,1060,0
52,57954,1,1,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,43,2170,0,0,0,1,0,0,0,0,1,0,484,475,1
65,65316,1,1,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,58,2590,0,1,0,0,0,0,0,1,0,0,222,184,0
57,28567,1,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,2536,0,0,1,0,0,0,0,1,0,0,40,34,0
70,47352,0,1,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0
0,44931,0,1,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,53,2321,0,0,0,1,0,0,0,1,0,0,89,82,0
19,76982,0,0,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,1,0,0,0,0,0,0,1,0,0,1032,1002,1
50,57247,0,1,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,68,2484,0,0,0,1,0,1,0,0,0,0,226,220,0
67,22944,1,0,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2347,0,0,1,0,0,0,0,0,1,0,50,24,0
46,25315,1,0,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,43,2393,0,0,0,1,0,1,0,0,0,0,32,10,0
37,43638,0,1,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,0,0,0,0,1,0,0,1,0,0,182,163,0
38,42710,1,0,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,0,0,1,0,0,0,0,0,0,1,304,202,0
9,84169,0,0,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2
56,54058,0,1,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,0,0,0,1,0,0,0,1,0,0,608,554,0
98,24683,1,0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,0,1,0,0,0,1,0,0,0,0,35,29,0
68,85620,0,0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,0,0,0,0,1,0,0,1,0,0,1554,1508,0
72,47850,1,0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,0,1,0,0,0,0,0,1,0,0,124,114,0
47,19514,1,1,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,0,1,0,0,0,0,0,1,0,0,41,13,1
33,27159,1,1,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,0,1,0,0,0,0,0,0,1,0,20,19,0
87,39548,1,1,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,0,0,1,0,0,1,0,0,0,0,36,18,0
0,21474,1,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,0,0,1,0,0,0,0,1,0,0,57,23,1
73,60504,0,1,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,0,0,1,0,0,0,0,0,0,1,492,458,0
74,22419,0,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,0,1,0,0,0,0,0,1,0,0,120,78,0
4,81698,0,0,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,0,1,0,0,0,0,0,0,1,0,961,914,0
50,43462,1,1,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,0,0,0,1,0,0,0,1,0,0,225,210,0
57,54880,1,0,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0
30,79908,0,0,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1
27,15315,0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0
61,87771,0,1,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4
4,33039,1,0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,0,1,0,0,0,0,0,1,0,0,66,54,0
75,81741,0,0,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0
12,71499,0,1,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,0,0,0,1,0,0,0,0,1,0,758,721,0
13,62466,0,1,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0
9,48799,0,1,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,1,0,0,0,0,0,0,0,0,1,307,283,0
48,52157,0,1,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,0,0,0,1,0,0,0,0,0,1,225,185,0
80,66565,0,1,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,0,0,1,0,0,0,0,1,0,0,1023,981,0
60,29298,1,1,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,0,0,0,1,0,0,0,0,1,0,10,9,0
43,47691,0,1,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,0,0,1,0,0,0,0,1,0,0,17,13,0
19,38200,1,1,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,2728,0,0,0,1,0,0,0,1,0,0,16,15,0
26,44989,0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,0,1,0,0,0,0,0,1,0,0,263,157,0
58,38443,1,1,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,0,1,0,0,0,0,0,0,0,1,37,36,0
42,38593,1,0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,42,2448,0,0,1,0,0,1,0,0,0,0,153,129,0
27,64413,0,1,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,50,2491,0,0,0,1,0,0,0,0,0,1,259,239,0
56,36959,1,0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2429,0,1,0,0,0,0,0,0,1,0,62,62,0
27,61996,0,1,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,43,2673,0,1,0,0,0,0,0,0,0,1,1206,1182,3
10,51287,1,1,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,52,2248,0,1,0,0,0,0,0,1,0,0,152,122,0
48,13260,1,1,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,50,2469,0,1,0,0,0,0,0,1,0,0,42,35,0
39,47472,1,1,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2445,0,0,0,1,0,0,0,0,0,1,67,59,0
85,54603,1,1,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,64,2514,0,0,0,1,0,0,0,0,1,0,223,219,0
64,45207,1,1,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,46,2755,0,1,0,0,0,0,0,0,0,1,213,211,1
69,40689,0,1,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,69,2627,0,0,0,1,0,0,0,1,0,0,345,246,0
54,47821,1,1,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2411,0,0,0,1,0,1,0,0,0,0,37,27,0
57,27450,0,0,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,0,1,0,0,0,0,0,0,1,0,91,39,0
64,39453,1,0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2246,0,0,0,1,0,0,0,1,0,0,53,51,0
10,26850,1,1,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,2231,0,0,0,1,0,1,0,0,0,0,54,45,0
65,79800,0,0,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,65,2803,0,0,0,0,1,0,0,1,0,0,1643,1419,3
74,61794,0,1,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,59,2447,0,1,0,0,0,0,0,0,1,0,600,589,0
4,53863,0,1,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,65,2202,0,0,0,1,0,0,0,1,0,0,443,413,1
94,24221,0,0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,61,2472,0,0,0,1,0,0,0,1,0,0,33,11,0
41,39684,1,0,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,36,2784,0,0,1,0,0,0,0,0,0,1,64,47,0
25,92163,0,0,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,45,2723,0,1,0,0,0,0,0,0,1,0,2066,2046,2
94,69882,0,0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,0,0,1,0,0,0,0,0,1,0,1313,1148,0
9,33178,1,0,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,43,2309,0,0,0,1,0,0,0,1,0,0,33,17,0
47,59973,0,0,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,48,2450,0,1,0,0,0,0,0,0,0,1,382,382,0
12,17459,1,0,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,45,2442,0,0,0,1,0,0,0,0,1,0,39,9,0
80,23910,1,0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,1,0,0,0,0,0,0,1,0,0,54,41,0
20,42169,1,1,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2412,0,1,0,0,0,0,0,0,1,0,28,26,0
39,26224,1,0,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2549,0,1,0,0,0,1,0,0,0,0,48,33,0
57,31089,1,0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39,2840,0,0,0,1,0,0,0,1,0,0,75,71,0
27,30081,0,1,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,59,2652,0,0,1,0,0,0,0,1,0,0,38,34,0
83,62807,0,1,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,60,2826,0,0,0,1,0,0,0,1,0,0,720,621,0
79,72906,0,0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,65,2444,0,0,1,0,0,0,0,1,0,0,1097,1043,0
69,61467,0,2,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,72,2726,0,1,0,0,0,0,0,0,0,1,545,496,0
77,49618,1,1,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2678,0,0,0,1,0,0,0,0,1,0,115,101,0
15,21888,1,0,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,34,2706,0,0,1,0,0,0,0,0,1,0,149,85,0
99,42429,0,1,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,47,2297,0,0,0,0,1,0,0,1,0,0,63,59,0
61,26150,2,1,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,2634,1,0,0,0,0,0,0,1,0,0,27,26,0
23,30801,0,1,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,45,2770,0,1,0,0,0,0,1,0,0,0,34,23,0
84,81168,0,0,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,55,2212,0,1,0,0,0,0,0,1,0,0,1171,1149,1
74,26877,0,0,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,51,2473,0,0,1,0,0,0,0,0,1,0,228,188,0
90,45006,0,0,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,76,2505,0,0,0,0,1,0,0,0,1,0,256,246,0
41,18978,1,0,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2724,0,1,0,0,0,0,1,0,0,0,22,7,0
28,22574,2,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,0,1,0,0,0,0,0,1,0,0,35,33,0
73,48240,0,0,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,51,2756,0,0,1,0,0,0,0,0,0,1,841,800,0
88,45837,1,1,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,46,2497,0,1,0,0,0,0,0,1,0,0,349,325,0
94,35791,2,1,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,2578,0,0,1,0,0,0,0,0,1,0,32,29,0
31,54162,1,1,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,2627,0,0,0,0,1,0,0,1,0,0,32,22,0
6,30522,0,1,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,60,2840,0,1,0,0,0,0,0,0,1,0,300,274,0
23,54456,0,1,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,59,2512,0,1,0,0,0,0,0,0,0,1,389,374,0
92,31632,0,0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,49,2509,0,0,1,0,0,0,0,1,0,0,63,31,0
52,72298,0,0,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,71,2270,0,0,0,0,1,0,0,1,0,0,904,869,2
50,36975,1,0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2342,0,0,1,0,0,1,0,0,0,0,31,29,0
54,72635,0,0,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1
93,13624,1,0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,2684,0,1,0,0,0,0,0,1,0,0,30,24,0
56,84196,0,1,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,45,2550,0,0,1,0,0,0,0,1,0,0,1047,857,0
28,70971,0,1,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,60,2805,0,0,0,1,0,0,0,1,0,0,1808,1791,0
94,34487,1,1,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,2820,1,0,0,0,0,0,0,0,0,1,95,87,0
76,28769,1,0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,43,2717,0,0,1,0,0,0,0,1,0,0,188,185,0
43,69084,1,0,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0
46,65488,0,0,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,62,2175,0,0,0,1,0,0,0,0,0,1,909,855,0
13,62466,0,1,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0
27,32218,0,0,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,60,2293,0,0,1,0,0,1,0,0,0,0,63,33,1
12,83917,0,0,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,47,2596,0,0,1,0,0,0,0,1,0,0,1508,1429,0
3,46102,2,1,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,2270,1,0,0,0,0,0,0,1,0,0,15,14,0
72,84574,0,0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,68,2549,0,0,1,0,0,0,0,1,0,0,1212,1049,0
6,56181,0,1,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,58,2696,0,1,0,0,0,0,0,1,0,0,345,297,0
53,63120,0,1,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,70,2798,1,0,0,0,0,0,0,0,1,0,1408,1339,0
58,73691,0,1,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,49,2394,0,1,0,0,0,0,0,1,0,0,1106,1033,1
78,63381,0,1,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0
57,76140,0,0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,72,2206,0,0,0,1,0,0,0,0,0,1,1322,1296,0
37,62859,0,1,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,61,2705,1,0,0,0,0,0,0,0,0,1,1282,1257,0
20,45906,0,1,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,56,2577,0,0,1,0,0,0,0,1,0,0,342,198,1
73,77632,0,0,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,73,2635,0,0,0,1,0,0,0,0,1,0,2105,1958,2
56,46463,1,1,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,49,2474,0,1,0,0,0,0,0,0,0,1,224,213,0
36,105471,0,0,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,50,2683,0,0,0,1,0,0,0,1,0,0,1517,1310,2
9,55282,1,0,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,50,2357,1,0,0,0,0,0,0,0,1,0,216,197,0
42,78710,0,1,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,43,2196,0,1,0,0,0,0,0,0,1,0,1042,992,0
28,66886,0,1,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,62,2445,0,0,0,1,0,0,0,1,0,0,453,307,0
23,98777,0,0,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,60,2291,0,0,1,0,0,0,0,0,1,0,1970,1932,1
38,29103,1,0,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,35,2830,0,0,0,1,0,0,0,1,0,0,42,36,0
63,67445,0,1,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,46,2845,0,1,0,0,0,0,0,1,0,0,1163,1152,0
71,50616,0,1,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,70,2236,0,0,0,1,0,0,0,0,0,1,58,49,0
9,49431,0,1,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,65,2854,1,0,0,0,0,0,0,1,0,0,348,331,0
87,61278,0,1,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,67,2335,0,0,0,1,0,0,0,1,0,0,150,135,0
92,26490,0,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,62,2804,0,0,0,1,0,1,0,0,0,0,185,160,0
36,73059,0,1,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,73,2461,0,0,0,1,0,0,0,0,0,1,1024,953,0
86,46734,1,2,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,54,2410,0,0,1,0,0,0,0,0,0,1,147,71,1
83,56253,0,1,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,57,2728,0,0,0,1,0,0,0,1,0,0,592,587,0
74,19986,1,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,35,2386,0,1,0,0,0,0,0,1,0,0,16,10,0
87,58330,0,1,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,45,2345,0,0,0,0,1,0,0,1,0,0,913,762,0
29,25965,0,0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,40,2819,0,1,0,0,0,0,1,0,0,0,63,52,0
88,14661,0,0,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,64,2703,0,0,0,1,0,0,0,0,1,0,24,22,0
77,18690,0,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0
25,45068,0,1,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,2568,0,0,0,1,0,0,0,0,0,1,17,14,0
34,21063,1,0,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,33,2436,0,0,1,0,0,0,1,0,0,0,44,29,0
43,29187,1,0,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,2575,0,1,0,0,0,0,0,0,0,1,32,30,0
76,54690,1,1,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,49,2393,0,1,0,0,0,1,0,0,0,0,180,162,0
81,59304,0,1,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,56,2494,0,1,0,0,0,0,0,0,0,1,1038,1028,0
87,59247,0,2,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,58,2392,0,0,1,0,0,0,0,0,1,0,491,408,0
33,66731,0,1,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,50,2814,0,0,0,0,1,0,0,1,0,0,888,747,0
38,77353,0,1,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,40,2354,0,1,0,0,0,0,0,1,0,0,611,552,0
63,52614,0,1,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,45,2734,0,0,1,0,0,0,0,0,0,1,952,914,0
26,26751,2,0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,2197,0,1,0,0,0,0,0,1,0,0,10,9,0
17,81300,0,1,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,57,2766,0,1,0,0,0,0,0,0,0,1,1205,1169,1
75,70337,0,0,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,41,2337,0,0,1,0,0,0,0,1,0,0,485,394,0
13,36145,1,0,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,35,2537,0,1,0,0,0,1,0,0,0,0,154,136,1
19,65295,0,0,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,40,2347,0,0,1,0,0,0,0,0,0,1,658,652,0
51,68118,0,1,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,57,2413,1,0,0,0,0,0,0,1,0,0,774,620,0
81,68743,0,0,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,53,2827,1,0,0,0,0,0,0,1,0,0,1959,1844,0
32,41039,0,0,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,38,2498,0,0,0,1,0,1,0,0,0,0,422,377,0
84,38946,0,1,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,65,2407,0,0,0,1,0,0,0,1,0,0,216,175,0
87,65777,0,0,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,53,2351,0,0,0,1,0,0,0,1,0,0,1092,1038,0
99,66476,0,1,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,44,2638,1,0,0,0,0,0,0,0,0,1,611,533,0
96,86857,0,0,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,48,2814,0,0,1,0,0,0,0,0,0,1,2074,2034,0
40,77845,0,0,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,31,2203,0,0,0,1,0,0,0,0,0,1,1320,1294,2
3,69476,0,0,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,51,2431,0,0,0,1,0,0,0,0,0,1,977,910,0
98,50611,0,1,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,60,2792,1,0,0,0,0,0,0,0,0,1,489,485,1
73,61209,0,0,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,50,2467,0,0,1,0,0,0,0,1,0,0,858,759,0
90,42315,0,1,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,62,2511,0,0,0,1,0,0,0,0,1,0,190,110,0
29,13084,0,0,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,68,2398,0,0,0,1,0,0,1,0,0,0,19,9,0
3,47570,1,1,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,71,2555,0,0,0,0,1,0,0,0,1,0,90,59,0
